Train step=13100, Max Q=3.7218196392059326, Max target Q=3.7338123321533203, Loss = 0.00423298729583621
Train step=13200, Max Q=3.228445291519165, Max target Q=3.3514368534088135, Loss = 0.006808380596339703
Train step=13300, Max Q=3.4033262729644775, Max target Q=3.7703664302825928, Loss = 0.014820381999015808
Train step=13400, Max Q=2.6675009727478027, Max target Q=2.8939225673675537, Loss = 0.008949816226959229
Train step=13500, Max Q=3.342136859893799, Max target Q=3.472940444946289, Loss = 0.008522843942046165
Train step=13600, Max Q=3.2594387531280518, Max target Q=3.565201759338379, Loss = 0.012478495016694069
Train step=13700, Max Q=2.297985076904297, Max target Q=2.53761625289917, Loss = 0.008862528949975967
Train step=13800, Max Q=3.2019405364990234, Max target Q=3.1891276836395264, Loss = 0.01197475753724575
Train step=13900, Max Q=2.712671995162964, Max target Q=3.365568161010742, Loss = 0.01479735504835844
Train step=14000, Max Q=2.598961114883423, Max target Q=2.811920404434204, Loss = 0.00673706503584981
Train step=14100, Max Q=3.4695191383361816, Max target Q=3.5322940349578857, Loss = 0.004227093420922756
Train step=14200, Max Q=2.6936144828796387, Max target Q=3.0843725204467773, Loss = 0.012792342342436314
Train step=14300, Max Q=2.603165626525879, Max target Q=2.6618127822875977, Loss = 0.003339055459946394
Train step=14400, Max Q=3.2028818130493164, Max target Q=3.1465113162994385, Loss = 0.005044152494519949
Train step=14500, Max Q=2.8373970985412598, Max target Q=3.0364317893981934, Loss = 0.005369626916944981
Train step=14600, Max Q=2.741023063659668, Max target Q=2.829228162765503, Loss = 0.0037752175703644753
Train step=14700, Max Q=3.1792030334472656, Max target Q=3.023160219192505, Loss = 0.00826759822666645
Train step=14800, Max Q=2.6716368198394775, Max target Q=2.7580220699310303, Loss = 0.00766562158241868
Train step=14900, Max Q=2.0725560188293457, Max target Q=2.267643928527832, Loss = 0.0064530218951404095
Train step=15000, Max Q=2.737144708633423, Max target Q=2.958346366882324, Loss = 0.009997126646339893
Train step=15100, Max Q=3.766902208328247, Max target Q=3.53597354888916, Loss = 0.022970620542764664
Train step=15200, Max Q=3.2160227298736572, Max target Q=3.3402962684631348, Loss = 0.002462532604113221
Train step=15300, Max Q=2.8200619220733643, Max target Q=2.9557242393493652, Loss = 0.0063330670818686485
Train step=15400, Max Q=3.084238290786743, Max target Q=3.436471700668335, Loss = 0.009833077900111675
Train step=15500, Max Q=2.8953633308410645, Max target Q=2.798513174057007, Loss = 0.006078463047742844
Train step=15600, Max Q=3.246877908706665, Max target Q=3.108919620513916, Loss = 0.007188573479652405
Train step=15700, Max Q=3.6525800228118896, Max target Q=3.5805954933166504, Loss = 0.006833291612565517
Train step=15800, Max Q=2.622143507003784, Max target Q=2.616361618041992, Loss = 0.006075737532228231
Train step=15900, Max Q=3.3221094608306885, Max target Q=3.622213125228882, Loss = 0.007315384224057198
Train step=16000, Max Q=3.2677245140075684, Max target Q=3.4808943271636963, Loss = 0.007545953616499901
Train step=16100, Max Q=3.0657498836517334, Max target Q=3.021007537841797, Loss = 0.005345052108168602
Train step=16200, Max Q=2.422274589538574, Max target Q=2.9523093700408936, Loss = 0.0037494548596441746
Train step=16300, Max Q=2.871171236038208, Max target Q=3.168595790863037, Loss = 0.0048484159633517265
Train step=16400, Max Q=2.755251884460449, Max target Q=2.888345956802368, Loss = 0.007313215173780918
Train step=16500, Max Q=2.7825005054473877, Max target Q=2.756356716156006, Loss = 0.0027747885324060917
Train step=16600, Max Q=2.7124643325805664, Max target Q=2.8606133460998535, Loss = 0.01040598750114441
Train step=16700, Max Q=2.107470750808716, Max target Q=2.1727797985076904, Loss = 0.0044008949771523476
Train step=16800, Max Q=2.625337839126587, Max target Q=2.9487009048461914, Loss = 0.0029602153226733208
Train step=16900, Max Q=3.5890157222747803, Max target Q=3.465770959854126, Loss = 0.006507968530058861
Train step=17000, Max Q=3.048964500427246, Max target Q=3.062121629714966, Loss = 0.005002409685403109
Train step=17100, Max Q=2.696906566619873, Max target Q=2.65594744682312, Loss = 0.0018883685115724802
Train step=17200, Max Q=3.195519208908081, Max target Q=3.323132038116455, Loss = 0.007422060705721378
Train step=17300, Max Q=3.2400283813476562, Max target Q=3.3292243480682373, Loss = 0.007892535999417305
Train step=17400, Max Q=3.012600898742676, Max target Q=3.0531396865844727, Loss = 0.0036780082155019045
Train step=17500, Max Q=2.812429904937744, Max target Q=2.769583225250244, Loss = 0.002117608208209276
Train step=17600, Max Q=3.5179948806762695, Max target Q=3.47837495803833, Loss = 0.006018383428454399
Train step=17700, Max Q=3.322612762451172, Max target Q=3.175105333328247, Loss = 0.005672176834195852
Train step=17800, Max Q=2.9789366722106934, Max target Q=3.0787267684936523, Loss = 0.003800429403781891
Train step=17900, Max Q=2.7806122303009033, Max target Q=2.876070261001587, Loss = 0.00968659296631813
Train step=18000, Max Q=3.33229398727417, Max target Q=3.6274209022521973, Loss = 0.002433698857203126
Train step=18100, Max Q=2.9487547874450684, Max target Q=3.1401336193084717, Loss = 0.0018861563876271248
Train step=18200, Max Q=2.8717973232269287, Max target Q=3.0309290885925293, Loss = 0.004547181539237499
Train step=18300, Max Q=2.838557481765747, Max target Q=2.5993611812591553, Loss = 0.0031595861073583364
Train step=18400, Max Q=2.1211371421813965, Max target Q=2.3372418880462646, Loss = 0.00554303452372551
Train step=18500, Max Q=2.804821252822876, Max target Q=2.846169948577881, Loss = 0.01060449331998825
Train step=18600, Max Q=2.845179319381714, Max target Q=3.0412418842315674, Loss = 0.0029706498607993126
Train step=18700, Max Q=2.292097330093384, Max target Q=2.468919515609741, Loss = 0.0013652831548824906
Train step=18800, Max Q=2.897730827331543, Max target Q=3.092381238937378, Loss = 0.004124138969928026
Train step=18900, Max Q=2.755323886871338, Max target Q=2.5734078884124756, Loss = 0.002387414686381817
Train step=19000, Max Q=2.109142780303955, Max target Q=2.0430595874786377, Loss = 0.004483033902943134
Train step=19100, Max Q=3.4391751289367676, Max target Q=3.3735475540161133, Loss = 0.0033377802465111017
Train step=19200, Max Q=2.404446840286255, Max target Q=2.5793471336364746, Loss = 0.0050384290516376495
Train step=19300, Max Q=3.58988618850708, Max target Q=3.277047634124756, Loss = 0.00361661147326231
Train step=19400, Max Q=2.583073377609253, Max target Q=2.683320999145508, Loss = 0.008225573226809502
Train step=19500, Max Q=3.272599458694458, Max target Q=3.3056230545043945, Loss = 0.0030573736876249313
Train step=19600, Max Q=3.4369425773620605, Max target Q=2.571669816970825, Loss = 0.007163225673139095
Train step=19700, Max Q=3.373845338821411, Max target Q=3.4800477027893066, Loss = 0.006529239006340504
Train step=19800, Max Q=3.0057430267333984, Max target Q=3.1024575233459473, Loss = 0.0077286092564463615
Train step=19900, Max Q=2.5470240116119385, Max target Q=2.7493269443511963, Loss = 0.004184429068118334
Train step=20000, Max Q=3.0910022258758545, Max target Q=3.7485153675079346, Loss = 0.005724947899580002
Train step=20100, Max Q=3.1781771183013916, Max target Q=3.1248137950897217, Loss = 0.003825638210400939
Train step=20200, Max Q=3.7758498191833496, Max target Q=3.5926120281219482, Loss = 0.01116080954670906
Train step=20300, Max Q=3.073301315307617, Max target Q=3.252840280532837, Loss = 0.0056161051616072655
Train step=20400, Max Q=3.1931345462799072, Max target Q=2.9856884479522705, Loss = 0.010185686871409416
Train step=20500, Max Q=3.117264986038208, Max target Q=3.160125494003296, Loss = 0.01084009651094675
Train step=20600, Max Q=3.136922597885132, Max target Q=3.2446398735046387, Loss = 0.008926327340304852
Train step=20700, Max Q=3.356311559677124, Max target Q=3.6003355979919434, Loss = 0.002272217068821192
Train step=20800, Max Q=3.5616917610168457, Max target Q=3.643178939819336, Loss = 0.007515129633247852
Train step=20900, Max Q=2.7669787406921387, Max target Q=3.0631823539733887, Loss = 0.0027400641702115536
Train step=21000, Max Q=2.6784353256225586, Max target Q=2.7617409229278564, Loss = 0.005460774526000023
Train step=21100, Max Q=2.951664447784424, Max target Q=3.241652488708496, Loss = 0.005037989001721144
Train step=21200, Max Q=3.028163194656372, Max target Q=3.2557294368743896, Loss = 0.0035791825503110886
Train step=21300, Max Q=2.7762579917907715, Max target Q=2.9334092140197754, Loss = 0.011415193788707256
Train step=21400, Max Q=3.837419033050537, Max target Q=3.708780527114868, Loss = 0.004241213668137789
Train step=21500, Max Q=3.468310594558716, Max target Q=3.400920867919922, Loss = 0.011007723398506641
Train step=21600, Max Q=3.2774903774261475, Max target Q=3.065901041030884, Loss = 0.007397932931780815
Train step=21700, Max Q=3.3896212577819824, Max target Q=3.122694253921509, Loss = 0.00644000293686986
Train step=21800, Max Q=3.063697338104248, Max target Q=2.800314426422119, Loss = 0.002405012957751751
Train step=21900, Max Q=3.3572192192077637, Max target Q=3.400442123413086, Loss = 0.005884143989533186
Train step=22000, Max Q=3.2844369411468506, Max target Q=3.2864203453063965, Loss = 0.013460123911499977
Train step=22100, Max Q=3.687215566635132, Max target Q=3.7974777221679688, Loss = 0.0022338363341987133
Train step=22200, Max Q=3.418276786804199, Max target Q=3.3977231979370117, Loss = 0.006063534878194332
Train step=22300, Max Q=3.809025526046753, Max target Q=4.0718092918396, Loss = 0.0031216461211442947
Train step=22400, Max Q=3.4063923358917236, Max target Q=3.9063260555267334, Loss = 0.005933335050940514
Train step=22500, Max Q=3.4197587966918945, Max target Q=3.381242036819458, Loss = 0.013356003910303116
Train step=22600, Max Q=2.574305772781372, Max target Q=2.6402578353881836, Loss = 0.001720941043458879
Train step=22700, Max Q=3.0043928623199463, Max target Q=3.114245653152466, Loss = 0.002545339986681938
Train step=22800, Max Q=3.3736836910247803, Max target Q=3.4651100635528564, Loss = 0.007940896786749363
Train step=22900, Max Q=3.389125347137451, Max target Q=3.704371690750122, Loss = 0.014114253222942352
Train step=23000, Max Q=3.5822525024414062, Max target Q=3.687307834625244, Loss = 0.005563303828239441
Train step=23100, Max Q=3.1361584663391113, Max target Q=3.2502975463867188, Loss = 0.0016538884956389666
Train step=23200, Max Q=3.4810938835144043, Max target Q=3.635301351547241, Loss = 0.010336507111787796
Train step=23300, Max Q=3.1348114013671875, Max target Q=2.996610164642334, Loss = 0.005349217914044857
Train step=23400, Max Q=3.6197311878204346, Max target Q=3.6402182579040527, Loss = 0.007124902214854956
Train step=23500, Max Q=3.3537490367889404, Max target Q=3.3987157344818115, Loss = 0.005795884877443314
Train step=23600, Max Q=3.8612232208251953, Max target Q=4.094330310821533, Loss = 0.005997371859848499
Train step=23700, Max Q=2.9366440773010254, Max target Q=3.1205573081970215, Loss = 0.005712447687983513
Train step=23800, Max Q=2.6443750858306885, Max target Q=2.886502742767334, Loss = 0.0012539783492684364
Train step=23900, Max Q=3.7700352668762207, Max target Q=3.800910711288452, Loss = 0.010642843320965767
Train step=24000, Max Q=3.658590793609619, Max target Q=3.7877037525177, Loss = 0.003196130972355604
Train step=24100, Max Q=2.8179714679718018, Max target Q=3.041344165802002, Loss = 0.001883145421743393
Train step=24200, Max Q=3.2772655487060547, Max target Q=3.3551642894744873, Loss = 0.006565201096236706
Train step=24300, Max Q=3.029585361480713, Max target Q=2.937725782394409, Loss = 0.0034033083356916904
Train step=24400, Max Q=2.832146406173706, Max target Q=3.0485458374023438, Loss = 0.019613752141594887
Train step=24500, Max Q=3.048707962036133, Max target Q=3.3021442890167236, Loss = 0.016914181411266327
Train step=24600, Max Q=2.959665536880493, Max target Q=2.937528371810913, Loss = 0.01139464695006609
Train step=24700, Max Q=3.5635197162628174, Max target Q=3.5606889724731445, Loss = 0.0025941068306565285
Train step=24800, Max Q=4.053369045257568, Max target Q=3.8964662551879883, Loss = 0.002634207019582391
Train step=24900, Max Q=3.5502710342407227, Max target Q=3.6631336212158203, Loss = 0.011616443283855915
Train step=25000, Max Q=4.147435188293457, Max target Q=4.126096248626709, Loss = 0.0051416074857115746
Train step=100, Max Q=6.200294494628906, Max target Q=10.9430570602417, Loss = 1.6763818264007568
Train step=200, Max Q=8.9894437789917, Max target Q=10.68588924407959, Loss = 1.7640470266342163
Train step=300, Max Q=9.32300853729248, Max target Q=10.20527172088623, Loss = 1.387479305267334
Train step=400, Max Q=9.01222038269043, Max target Q=10.649374008178711, Loss = 1.3656768798828125
Train step=500, Max Q=9.101005554199219, Max target Q=10.558390617370605, Loss = 1.4028292894363403
Train step=600, Max Q=8.772778511047363, Max target Q=9.297773361206055, Loss = 0.706713080406189
Train step=700, Max Q=9.954916000366211, Max target Q=9.381817817687988, Loss = 0.7308141589164734
Train step=800, Max Q=10.654374122619629, Max target Q=9.560847282409668, Loss = 0.7433061003684998
Train step=900, Max Q=7.644717216491699, Max target Q=8.69530963897705, Loss = 0.5719603300094604
Train step=1000, Max Q=9.74178695678711, Max target Q=9.777188301086426, Loss = 0.4837709069252014
Train step=1100, Max Q=9.396388053894043, Max target Q=9.58423137664795, Loss = 0.3011217713356018
Train step=1200, Max Q=8.674877166748047, Max target Q=8.58141803741455, Loss = 0.27342015504837036
Train step=1300, Max Q=9.038888931274414, Max target Q=9.378929138183594, Loss = 0.330217182636261
Train step=1400, Max Q=9.031896591186523, Max target Q=10.010306358337402, Loss = 0.39142173528671265
Train step=1500, Max Q=10.6304292678833, Max target Q=9.651298522949219, Loss = 0.3386251926422119
Train step=1600, Max Q=8.263080596923828, Max target Q=9.597197532653809, Loss = 0.27513960003852844
Train step=1700, Max Q=7.027172565460205, Max target Q=8.569493293762207, Loss = 0.3383817970752716
Train step=1800, Max Q=9.812891006469727, Max target Q=9.969148635864258, Loss = 0.2615121901035309
Train step=1900, Max Q=9.044315338134766, Max target Q=9.737406730651855, Loss = 0.3222004771232605
Train step=2000, Max Q=8.827154159545898, Max target Q=9.548639297485352, Loss = 0.2394409477710724
Train step=2100, Max Q=9.809246063232422, Max target Q=10.416756629943848, Loss = 0.2708500623703003
Train step=2200, Max Q=9.677742958068848, Max target Q=9.66838550567627, Loss = 0.2778829336166382
Train step=2300, Max Q=10.046506881713867, Max target Q=10.350632667541504, Loss = 0.22321487963199615
Train step=2400, Max Q=11.148159980773926, Max target Q=10.800090789794922, Loss = 0.2999451160430908
Train step=2500, Max Q=7.878439426422119, Max target Q=8.89106273651123, Loss = 0.27177557349205017
Train step=2600, Max Q=8.483116149902344, Max target Q=9.540250778198242, Loss = 0.13860870897769928
Train step=2700, Max Q=10.610084533691406, Max target Q=10.362698554992676, Loss = 0.17789489030838013
Train step=2800, Max Q=9.041865348815918, Max target Q=9.828086853027344, Loss = 0.19966457784175873
Train step=2900, Max Q=9.553288459777832, Max target Q=10.178044319152832, Loss = 0.21107953786849976
Train step=3000, Max Q=9.316916465759277, Max target Q=10.018733978271484, Loss = 0.16099683940410614
Train step=3100, Max Q=9.335550308227539, Max target Q=9.376452445983887, Loss = 0.1560789793729782
Train step=3200, Max Q=9.74903392791748, Max target Q=10.380582809448242, Loss = 0.12575575709342957
Train step=3300, Max Q=8.013822555541992, Max target Q=8.583050727844238, Loss = 0.1328219771385193
Train step=3400, Max Q=9.174392700195312, Max target Q=9.893854141235352, Loss = 0.16431067883968353
Train step=3500, Max Q=10.164739608764648, Max target Q=9.684109687805176, Loss = 0.15277573466300964
Train step=3600, Max Q=9.148755073547363, Max target Q=10.564580917358398, Loss = 0.09582609683275223
